ts,container,cpu_pct,mem_used,mem_pct
1780067857,xpltest-worker-1,0.30,279MiB/512MiB,54.48
1780067861,xpltest-app-1,42.46,331MiB/1GiB,32.32
1780067861,xpltest-postgres-1,4.85,180.5MiB/2GiB,8.81
1780067861,xpltest-redis-1,2.74,10.02MiB/512MiB,1.96
1780067861,xpltest-worker-1,0.43,278.1MiB/512MiB,54.32
1780067864,xpltest-app-1,37.44,324.8MiB/1GiB,31.72
1780067864,xpltest-postgres-1,2.43,180.9MiB/2GiB,8.83
1780067864,xpltest-redis-1,0.96,10.11MiB/512MiB,1.98
1780067864,xpltest-worker-1,0.54,278.8MiB/512MiB,54.46
1780067868,xpltest-app-1,48.28,324.8MiB/1GiB,31.72
1780067868,xpltest-postgres-1,2.78,180.7MiB/2GiB,8.82
1780067868,xpltest-redis-1,0.95,9.957MiB/512MiB,1.94
1780067868,xpltest-worker-1,0.23,278.5MiB/512MiB,54.39
1780067871,xpltest-app-1,58.70,330.2MiB/1GiB,32.25
1780067871,xpltest-postgres-1,2.96,180.8MiB/2GiB,8.83
1780067871,xpltest-redis-1,0.77,10.26MiB/512MiB,2.00
1780067871,xpltest-worker-1,0.61,278.2MiB/512MiB,54.33
1780067875,xpltest-app-1,47.34,330.5MiB/1GiB,32.27
1780067875,xpltest-postgres-1,3.56,180.9MiB/2GiB,8.83
1780067875,xpltest-redis-1,1.84,10.38MiB/512MiB,2.03
1780067875,xpltest-worker-1,1.06,278.6MiB/512MiB,54.42
1780067878,xpltest-app-1,47.81,330.7MiB/1GiB,32.29
1780067878,xpltest-postgres-1,2.72,180.9MiB/2GiB,8.83
1780067878,xpltest-redis-1,1.25,9.93MiB/512MiB,1.94
1780067878,xpltest-worker-1,0.21,278.3MiB/512MiB,54.36
1780067882,xpltest-app-1,47.38,341.8MiB/1GiB,33.38
1780067882,xpltest-postgres-1,2.72,181.2MiB/2GiB,8.85
1780067882,xpltest-redis-1,0.95,10.04MiB/512MiB,1.96
1780067882,xpltest-worker-1,0.40,278.3MiB/512MiB,54.36
1780067886,xpltest-app-1,49.19,343.4MiB/1GiB,33.53
1780067886,xpltest-postgres-1,4.80,181.1MiB/2GiB,8.84
1780067886,xpltest-redis-1,3.00,10.12MiB/512MiB,1.98
1780067886,xpltest-worker-1,0.19,278.2MiB/512MiB,54.33
1780067889,xpltest-app-1,50.09,344.2MiB/1GiB,33.61
1780067889,xpltest-postgres-1,3.04,181.2MiB/2GiB,8.85
1780067889,xpltest-redis-1,1.24,10.11MiB/512MiB,1.98
1780067889,xpltest-worker-1,0.17,278.3MiB/512MiB,54.35
1780067893,xpltest-app-1,55.14,341.2MiB/1GiB,33.32
1780067893,xpltest-postgres-1,3.39,181.6MiB/2GiB,8.87
1780067893,xpltest-redis-1,1.15,10.11MiB/512MiB,1.98
1780067893,xpltest-worker-1,1.25,278.3MiB/512MiB,54.36
1780067896,xpltest-app-1,56.34,333.7MiB/1GiB,32.59
1780067896,xpltest-postgres-1,5.48,181.5MiB/2GiB,8.86
1780067896,xpltest-redis-1,3.51,10.09MiB/512MiB,1.97
1780067896,xpltest-worker-1,0.33,279MiB/512MiB,54.50
1780067900,xpltest-app-1,52.79,333.6MiB/1GiB,32.57
1780067900,xpltest-postgres-1,3.81,181.6MiB/2GiB,8.87
1780067900,xpltest-redis-1,1.04,10.09MiB/512MiB,1.97
1780067900,xpltest-worker-1,0.52,278.5MiB/512MiB,54.39
1780067903,xpltest-app-1,53.09,333.8MiB/1GiB,32.60
1780067903,xpltest-postgres-1,3.28,181.7MiB/2GiB,8.87
1780067903,xpltest-redis-1,1.27,10.16MiB/512MiB,1.98
1780067903,xpltest-worker-1,0.65,278.9MiB/512MiB,54.46
1780067907,xpltest-app-1,27.53,348.3MiB/1GiB,34.01
1780067907,xpltest-postgres-1,2.83,181.9MiB/2GiB,8.88
1780067907,xpltest-redis-1,0.65,10.08MiB/512MiB,1.97
1780067907,xpltest-worker-1,0.13,278.5MiB/512MiB,54.40
