ts,container,cpu_pct,mem_used,mem_pct
1780067118,xpltest-app-1,38.79,595.1MiB/1GiB,58.12
1780067118,xpltest-postgres-1,1.31,172.3MiB/2GiB,8.41
1780067118,xpltest-redis-1,1.24,9.98MiB/512MiB,1.95
1780067118,xpltest-worker-1,0.37,278.7MiB/512MiB,54.44
1780067121,xpltest-app-1,81.05,585.8MiB/1GiB,57.20
1780067121,xpltest-postgres-1,1.05,172.3MiB/2GiB,8.41
1780067121,xpltest-redis-1,0.79,10.13MiB/512MiB,1.98
1780067121,xpltest-worker-1,0.23,279.1MiB/512MiB,54.51
1780067125,xpltest-app-1,75.83,590.7MiB/1GiB,57.69
1780067125,xpltest-postgres-1,1.09,171.2MiB/2GiB,8.36
1780067125,xpltest-redis-1,0.75,9.969MiB/512MiB,1.95
1780067125,xpltest-worker-1,0.81,277.7MiB/512MiB,54.24
1780067128,xpltest-app-1,83.20,597.2MiB/1GiB,58.32
1780067128,xpltest-postgres-1,2.56,171.4MiB/2GiB,8.37
1780067128,xpltest-redis-1,0.79,10.04MiB/512MiB,1.96
1780067128,xpltest-worker-1,0.56,278MiB/512MiB,54.29
1780067132,xpltest-app-1,65.97,607.8MiB/1GiB,59.36
1780067132,xpltest-postgres-1,4.80,171.6MiB/2GiB,8.38
1780067132,xpltest-redis-1,3.86,10.02MiB/512MiB,1.96
1780067132,xpltest-worker-1,0.20,278MiB/512MiB,54.30
1780067136,xpltest-app-1,39.08,612.9MiB/1GiB,59.85
1780067136,xpltest-postgres-1,2.97,171.5MiB/2GiB,8.38
1780067136,xpltest-redis-1,0.78,9.965MiB/512MiB,1.95
1780067136,xpltest-worker-1,0.26,278.2MiB/512MiB,54.34
1780067139,xpltest-app-1,37.37,613MiB/1GiB,59.86
1780067139,xpltest-postgres-1,3.35,171.5MiB/2GiB,8.38
1780067139,xpltest-redis-1,1.31,10.04MiB/512MiB,1.96
1780067139,xpltest-worker-1,0.73,278.3MiB/512MiB,54.36
